ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Key,Version,IsLatest,Changes,OpinionFrom0,OpinionTo0,OpinionFrom1,OpinionTo1,OpinionFrom2,OpinionTo2,OpinionFrom3,OpinionTo3,OpinionFrom4,OpinionTo4,OpinionFrom5,OpinionTo5,OpinionFrom6,OpinionTo6,OpinionFrom7,OpinionTo7,OpinionFrom8,OpinionTo8,OpinionFrom9,OpinionTo9,OpinionFrom10,OpinionTo10,OpinionFrom11,OpinionTo11,OpinionFrom12,OpinionTo12,OpinionFrom13,OpinionTo13,OpinionFrom14,OpinionTo14,OpinionFrom15,OpinionTo15,OpinionFrom16,OpinionTo16,OpinionFrom17,OpinionTo17,OpinionFrom18,OpinionTo18,OpinionFrom19,OpinionTo19,OpinionFrom20,OpinionTo20,OpinionFrom21,OpinionTo21
760,258,{},1761655525,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,"[""OpinionTo1"",""OpinionFrom2"",""OpinionFrom3""]","Our top friend: Venice, Our top defensive pact ally: None
Our top World Congress ally: Venice, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,"We fought together against a common foe.
We have made a Defensive Pact!
You have denounced one of their declared enemies!
They liked our proposal to the World Congress.
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
Your recent diplomatic actions please them.
Your votes supported their civ's interests in the World Congress.
We have opened our borders to each other.
We have shared embassies.
You have been at war in the past, but they do not seem to hold a grudge.
We have divergent Social Policies.
We have different religious beliefs.
They desire friendly relations with our empire.","We are trade partners. (40)
We passed their proposal in the World Congress. (36)
We have made a Defensive Pact! (20)
We fought together against a common foe. (16)
We have opened our borders to each other. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
Religious differences strain your relationship. (-30)","We fought together against a common foe.
We passed their proposal in the World Congress.
We have Pledged to Protect the same City-States.
They believe your warmongering has become an existential threat. (They dislike warmongers.)
We have divergent Social Policies.
They are spreading their own religion, but you converted some of their cities to your religion.
You killed or captured their civilians!
Religious differences strain your relationship.
We tried to place sanctions on them in the World Congress.
You have made a Defensive Pact with one of their enemies!
You have made a Declaration of Friendship with one of their enemies!
Territorial disputes strain your relationship.
We have denounced each other!
They disliked our proposal to the World Congress.
You stole their territory while at peace!
You are at war!","We passed their proposal in the World Congress. (36)
We have Pledged to Protect the same City-States. (7)
Our real approach is War.
They are spreading their own religion, but you converted some of their cities to your religion. (-2)
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)
Religious differences strain your relationship. (-30)
You are at war! (-99999)","We have made Declarations of Friendship with the same leaders!
You have denounced one of their declared enemies!
We have a Diplomat in their capital.
They liked our proposal to the World Congress.
You are not competing for technological advancement.
They are content with your treatment of them as their master.
We have made a public Declaration of Friendship!
Your votes supported their civ's interests in the World Congress.
Your recent diplomatic actions please them.
We have opened our borders to each other.
We are trade partners.
You have no contested borders.
We have shared embassies.
We have divergent Social Policies.
They are our vassal state.
They desire friendly relations with our empire.","You are their vassal state, and they like it! (99)
We are trade partners. (40)
We passed their proposal in the World Congress. (36)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
They are spreading their own religion, but you converted some of their cities to your religion. (-20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,258,{},1761655531,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,0,"[""OpinionTo0"",""OpinionTo2""]","We have made a public Declaration of Friendship!
We have made a Defensive Pact!
We have made Declarations of Friendship with the same leaders!
They liked our proposal to the World Congress.
We fought together against a common foe.
We passed their proposal in the World Congress.
Your recent diplomatic actions please them.
We have opened our borders to each other.
Your votes supported their civ's interests in the World Congress.
We have shared embassies.
We have divergent Social Policies.
We have different religious beliefs.
They desire friendly relations with our empire.","We fought together against a common foe. (74)
We are trade partners. (40)
We have made a Defensive Pact! (20)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
You have gone to war in the past.
Our real approach is Friendly.
We have divergent Social Policies. (-3)
Religious differences strain your relationship. (-30)","Our top friend: The Ottomans, Our top defensive pact ally: The Ottomans
Our top World Congress ally: Korea, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,"You have adopted their religion in the majority of your cities.
We are completely untrustworthy to them.
They have denounced us!
You are competing for World Wonders.
You killed or captured their civilians!
They disliked our proposal to the World Congress.
You have made a Defensive Pact with one of their enemies!
You have made a Declaration of Friendship with one of their enemies!
Your votes opposed their civ's interests in the World Congress.
Territorial disputes strain your relationship.
We defeated their proposal in the World Congress.
You made a promise not to declare war on them, and then broke it!
You stole their territory while at peace!
You are at war!","They have happily adopted your religion in the majority of their cities. (30)
Our real approach is Hostile.
You have denounced a leader they made a Declaration of Friendship with! (-11)
They believe your warmongering has become an existential threat. (-27)
We defeated their proposal in the World Congress. (-36)
You stole their territory! (-50)
You are at war! (-99999)","We fought together against a common foe.
Your votes supported their civ's interests in the World Congress.
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They liked our proposal to the World Congress.
You are not competing for technological advancement.
Your recent diplomatic actions please them.
We have opened our borders to each other.
We have similar Social Policies.
You have no contested borders.
We have shared embassies.
They desire friendly relations with our empire.","We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
You have gone to war in the past.
Our real approach is Friendly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,258,{},1761655536,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,189,0,"[""OpinionTo0"",""OpinionFrom1"",""OpinionTo1"",""OpinionTo3""]","We passed their proposal in the World Congress.
We have Pledged to Protect the same City-States.
They believe your warmongering has become an existential threat. (They ignore most warmongering.)
They are spreading their own religion, but you converted some of their cities to your religion.
Your votes opposed their civ's interests in the World Congress.
They believe we are building World Wonders too aggressively!
We have divergent Social Policies.
We tried to place sanctions on them in the World Congress.
Their friends or allies have denounced you!
Religious differences strain your relationship.
They disliked our proposal to the World Congress.
We have denounced each other!
You have denounced a leader they made a Declaration of Friendship with!
Territorial disputes strain your relationship.
You are at war!","We passed their proposal in the World Congress. (36)
We fought together against a common foe. (15)
We have Pledged to Protect the same City-States. (7)
Our real approach is Hostile.
We have divergent Social Policies. (-3)
They are spreading their own religion, but you converted some of their cities to your religion. (-6)
You have made a Declaration of Friendship with one of their enemies! (-13)
You have made a Defensive Pact with one of their enemies! (-15)
You killed or captured their civilians! (-18)
Religious differences strain your relationship. (-30)
You stole their territory! (-50)
You are at war! (-99999)","They have happily adopted your religion in the majority of their cities.
You are not competing for the favor of the same City-States.
Territorial disputes strain your relationship.
They believe your warmongering has become an existential threat. (They furiously abhor warmongers!)
You have denounced a leader they made a Declaration of Friendship with!
Their friends or allies have denounced you!
You are competing for World Wonders.
Your success infuriates them.
We have denounced them!
They disliked our proposal to the World Congress.
They believe we are building World Wonders too aggressively!
You stole their territory while at peace!
We defeated their proposal in the World Congress.
Your votes opposed their civ's interests in the World Congress.
You are at war!","You have adopted their religion in the majority of your cities. (60)
Our real approach is Hostile.
We are completely untrustworthy to them.
You have made a Declaration of Friendship with one of their enemies! (-13)
You killed or captured their civilians! (-13)
You have made a Defensive Pact with one of their enemies! (-15)
We defeated their proposal in the World Congress. (-36)
You stole their territory! (-50)
You are at war! (-99999)","Our top friend: None, Our top defensive pact ally: None
Our top World Congress ally: None, Our top World Congress rival: The Ottomans
Our top Competitor: Venice",,"You are not competing for technological advancement.
You have no contested borders.
We are completely untrustworthy to them.
They believe your warmongering has become an existential threat. (They hate warmongers!)
They have denounced us!
We have divergent Social Policies.
Their friends or allies have denounced you!
They disliked our proposal to the World Congress.
Your votes opposed their civ's interests in the World Congress.
You have denounced a leader they made a Declaration of Friendship with!
You captured their original capital.
You are at war!","Our real approach is War.
We have divergent Social Policies. (-3)
You have made a Declaration of Friendship with one of their enemies! (-13)
You killed or captured their civilians! (-13)
Your spies were caught stealing from them. (-33)
We defeated their proposal in the World Congress. (-36)
You are at war! (-99999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,258,{},1761655545,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,200,0,"[""OpinionFrom0"",""OpinionFrom2""]","You have denounced one of their declared enemies!
We are trade partners.
You have no contested borders.
We have made Declarations of Friendship with the same leaders!
You are their vassal state, and they like it!
We have made a public Declaration of Friendship!
We have opened our borders to each other.
We passed their proposal in the World Congress.
We have shared embassies.
We have divergent Social Policies.
They desire friendly relations with our empire.
You are competing for the favor of the same City-States!
Your votes opposed their civ's interests in the World Congress.
They are spreading their own religion, but you converted some of their cities to your religion.","We are trade partners. (40)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have a Diplomat in their capital. (10)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Afraid.
They are our vassal state.
We have divergent Social Policies. (-3)","You have denounced one of their declared enemies!
We have made Declarations of Friendship with the same leaders!
Your votes supported their civ's interests in the World Congress.
We have made a public Declaration of Friendship!
We have opened our borders to each other.
We have similar Social Policies.
We have shared embassies.
You have been at war in the past, but they do not seem to hold a grudge.
They desire friendly relations with our empire.
You have attacked City-States under their protection!","We fought together against a common foe. (70)
We have opened our borders to each other. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.","You have no contested borders.
We have divergent Social Policies.
You killed or captured their civilians!
Your spies were caught stealing from them.
We have denounced them!
You have made a Declaration of Friendship with one of their enemies!
We defeated their proposal in the World Congress.
Your votes opposed their civ's interests in the World Congress.
You are at war!","Our real approach is Guarded.
We are completely untrustworthy to them.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)
You captured their original capital. (-3000)
You are at war! (-99999)","Our top friend: Venice
Our top World Congress ally: Venice, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,259,{},1761655565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,"[""OpinionFrom0""]","Our top friend: Venice, Our top defensive pact ally: Venice
Our top World Congress ally: Venice, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,"We fought together against a common foe.
We have made a Defensive Pact!
You have denounced one of their declared enemies!
They liked our proposal to the World Congress.
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
Your recent diplomatic actions please them.
Your votes supported their civ's interests in the World Congress.
We have opened our borders to each other.
We have shared embassies.
You have been at war in the past, but they do not seem to hold a grudge.
We have divergent Social Policies.
We have different religious beliefs.
They desire friendly relations with our empire.","We are trade partners. (40)
We passed their proposal in the World Congress. (36)
We have made a Defensive Pact! (20)
We fought together against a common foe. (16)
We have opened our borders to each other. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
Religious differences strain your relationship. (-30)","We fought together against a common foe.
We passed their proposal in the World Congress.
We have Pledged to Protect the same City-States.
They believe your warmongering has become an existential threat. (They dislike warmongers.)
We have divergent Social Policies.
They are spreading their own religion, but you converted some of their cities to your religion.
You killed or captured their civilians!
Religious differences strain your relationship.
We tried to place sanctions on them in the World Congress.
You have made a Defensive Pact with one of their enemies!
You have made a Declaration of Friendship with one of their enemies!
Territorial disputes strain your relationship.
We have denounced each other!
They disliked our proposal to the World Congress.
You stole their territory while at peace!
You are at war!","We passed their proposal in the World Congress. (36)
We have Pledged to Protect the same City-States. (7)
Our real approach is War.
They are spreading their own religion, but you converted some of their cities to your religion. (-2)
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)
Religious differences strain your relationship. (-30)
You are at war! (-99999)","We have made Declarations of Friendship with the same leaders!
You have denounced one of their declared enemies!
We have a Diplomat in their capital.
They liked our proposal to the World Congress.
You are not competing for technological advancement.
They are content with your treatment of them as their master.
We have made a public Declaration of Friendship!
Your votes supported their civ's interests in the World Congress.
Your recent diplomatic actions please them.
We have opened our borders to each other.
We are trade partners.
You have no contested borders.
We have shared embassies.
We have divergent Social Policies.
They are our vassal state.
They desire friendly relations with our empire.","You are their vassal state, and they like it! (99)
We are trade partners. (40)
We passed their proposal in the World Congress. (36)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
They are spreading their own religion, but you converted some of their cities to your religion. (-20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,259,{},1761655572,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,0,"[""OpinionFrom0"",""OpinionTo0"",""OpinionFrom2"",""OpinionTo2"",""OpinionFrom3""]","We have made a Defensive Pact!
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They liked our proposal to the World Congress.
We fought together against a common foe.
We passed their proposal in the World Congress.
We have opened our borders to each other.
Your recent diplomatic actions please them.
Your votes supported their civ's interests in the World Congress.
We have shared embassies.
We have divergent Social Policies.
We have different religious beliefs.
They desire friendly relations with our empire.","We fought together against a common foe. (76)
We are trade partners. (40)
We have made a Defensive Pact! (20)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
You have gone to war in the past.
Our real approach is Friendly.
We have divergent Social Policies. (-3)
Religious differences strain your relationship. (-30)","Our top friend: The Ottomans, Our top defensive pact ally: The Ottomans
Our top World Congress ally: Korea, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,"You have adopted their religion in the majority of your cities.
We are completely untrustworthy to them.
They have denounced us!
You are competing for World Wonders.
You killed or captured their civilians!
They disliked our proposal to the World Congress.
You have made a Defensive Pact with one of their enemies!
You have made a Declaration of Friendship with one of their enemies!
Your votes opposed their civ's interests in the World Congress.
We defeated their proposal in the World Congress.
Territorial disputes strain your relationship.
You made a promise not to declare war on them, and then broke it!
You stole their territory while at peace!
You are at war!","They have happily adopted your religion in the majority of their cities. (30)
Our real approach is Hostile.
You have denounced a leader they made a Declaration of Friendship with! (-11)
They believe your warmongering has become an existential threat. (-26)
We defeated their proposal in the World Congress. (-36)
You stole their territory! (-50)
You are at war! (-99999)","We fought together against a common foe.
Your votes supported their civ's interests in the World Congress.
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They liked our proposal to the World Congress.
You are not competing for technological advancement.
We have opened our borders to each other.
Your recent diplomatic actions please them.
We have similar Social Policies.
You have no contested borders.
We have shared embassies.
They desire friendly relations with our empire.","We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
You have gone to war in the past.
Our real approach is Friendly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,259,{},1761655581,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,0,"[""OpinionTo0"",""OpinionTo1"",""OpinionTo3""]","We passed their proposal in the World Congress.
We have Pledged to Protect the same City-States.
They believe your warmongering has become an existential threat. (They ignore most warmongering.)
They are spreading their own religion, but you converted some of their cities to your religion.
Your votes opposed their civ's interests in the World Congress.
They believe we are building World Wonders too aggressively!
We have divergent Social Policies.
We tried to place sanctions on them in the World Congress.
Their friends or allies have denounced you!
Religious differences strain your relationship.
They disliked our proposal to the World Congress.
We have denounced each other!
You have denounced a leader they made a Declaration of Friendship with!
Territorial disputes strain your relationship.
You are at war!","We passed their proposal in the World Congress. (36)
We fought together against a common foe. (15)
We have Pledged to Protect the same City-States. (7)
Our real approach is Hostile.
We have divergent Social Policies. (-3)
They are spreading their own religion, but you converted some of their cities to your religion. (-6)
You have made a Declaration of Friendship with one of their enemies! (-13)
You have made a Defensive Pact with one of their enemies! (-15)
You killed or captured their civilians! (-17)
Religious differences strain your relationship. (-30)
You stole their territory! (-50)
You are at war! (-99999)","They have happily adopted your religion in the majority of their cities.
You are not competing for the favor of the same City-States.
Territorial disputes strain your relationship.
They believe your warmongering has become an existential threat. (They furiously abhor warmongers!)
You have denounced a leader they made a Declaration of Friendship with!
Their friends or allies have denounced you!
You are competing for World Wonders.
Your success infuriates them.
We have denounced them!
They disliked our proposal to the World Congress.
They believe we are building World Wonders too aggressively!
You stole their territory while at peace!
We defeated their proposal in the World Congress.
Your votes opposed their civ's interests in the World Congress.
You are at war!","You have adopted their religion in the majority of your cities. (60)
Our real approach is Hostile.
We are completely untrustworthy to them.
You killed or captured their civilians! (-12)
You have made a Declaration of Friendship with one of their enemies! (-13)
You have made a Defensive Pact with one of their enemies! (-15)
We defeated their proposal in the World Congress. (-36)
You stole their territory! (-50)
You are at war! (-99999)","Our top friend: None, Our top defensive pact ally: None
Our top World Congress ally: None, Our top World Congress rival: The Ottomans
Our top Competitor: Venice",,"You are not competing for technological advancement.
You have no contested borders.
We are completely untrustworthy to them.
They believe your warmongering has become an existential threat. (They hate warmongers!)
They have denounced us!
We have divergent Social Policies.
Their friends or allies have denounced you!
They disliked our proposal to the World Congress.
Your votes opposed their civ's interests in the World Congress.
You have denounced a leader they made a Declaration of Friendship with!
You captured their original capital.
You are at war!","Our real approach is War.
We have divergent Social Policies. (-3)
You killed or captured their civilians! (-12)
You have made a Declaration of Friendship with one of their enemies! (-13)
Your spies were caught stealing from them. (-33)
We defeated their proposal in the World Congress. (-36)
You are at war! (-99999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,259,{},1761655583,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,201,0,"[""OpinionTo1""]","You have denounced one of their declared enemies!
We are trade partners.
You have no contested borders.
We have made Declarations of Friendship with the same leaders!
You are their vassal state, and they like it!
We have made a public Declaration of Friendship!
We have opened our borders to each other.
We passed their proposal in the World Congress.
We have shared embassies.
We have divergent Social Policies.
They desire friendly relations with our empire.
You are competing for the favor of the same City-States!
Your votes opposed their civ's interests in the World Congress.
They are spreading their own religion, but you converted some of their cities to your religion.","We are trade partners. (40)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have a Diplomat in their capital. (10)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Afraid.
They are our vassal state.
We have divergent Social Policies. (-3)","You have denounced one of their declared enemies!
We have made Declarations of Friendship with the same leaders!
Your votes supported their civ's interests in the World Congress.
We have made a public Declaration of Friendship!
We have opened our borders to each other.
We have similar Social Policies.
We have shared embassies.
You have been at war in the past, but they do not seem to hold a grudge.
They desire friendly relations with our empire.
You have attacked City-States under their protection!","We fought together against a common foe. (69)
We have opened our borders to each other. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.","You have no contested borders.
We have divergent Social Policies.
You killed or captured their civilians!
Your spies were caught stealing from them.
We have denounced them!
You have made a Declaration of Friendship with one of their enemies!
We defeated their proposal in the World Congress.
Your votes opposed their civ's interests in the World Congress.
You are at war!","Our real approach is Guarded.
We are completely untrustworthy to them.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)
You captured their original capital. (-3000)
You are at war! (-99999)","Our top friend: Venice
Our top World Congress ally: Venice, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,260,{},1761655600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,"[""OpinionFrom0"",""OpinionTo1"",""OpinionFrom2"",""OpinionFrom3""]","Our top friend: Venice, Our top defensive pact ally: None
Our top World Congress ally: Venice, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,"We fought together against a common foe.
We have made a Defensive Pact!
You have denounced one of their declared enemies!
They liked our proposal to the World Congress.
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
Your recent diplomatic actions please them.
Your votes supported their civ's interests in the World Congress.
We have opened our borders to each other.
We have shared embassies.
You have been at war in the past, but they do not seem to hold a grudge.
We have divergent Social Policies.
We have different religious beliefs.
They desire friendly relations with our empire.","We are trade partners. (40)
We passed their proposal in the World Congress. (36)
We have made a Defensive Pact! (20)
We fought together against a common foe. (15)
We have opened our borders to each other. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
Religious differences strain your relationship. (-30)","We fought together against a common foe.
We have Pledged to Protect the same City-States.
We passed their proposal in the World Congress.
They believe your warmongering has become an existential threat. (They dislike warmongers.)
We have divergent Social Policies.
They are spreading their own religion, but you converted some of their cities to your religion.
You killed or captured their civilians!
Religious differences strain your relationship.
We tried to place sanctions on them in the World Congress.
You have made a Defensive Pact with one of their enemies!
You have made a Declaration of Friendship with one of their enemies!
Territorial disputes strain your relationship.
We have denounced each other!
They disliked our proposal to the World Congress.
You stole their territory while at peace!
You are at war!","We passed their proposal in the World Congress. (36)
We have Pledged to Protect the same City-States. (7)
Our real approach is War.
They are spreading their own religion, but you converted some of their cities to your religion. (-2)
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)
Religious differences strain your relationship. (-30)
You are at war! (-99999)","We have made Declarations of Friendship with the same leaders!
You have denounced one of their declared enemies!
We have a Diplomat in their capital.
They liked our proposal to the World Congress.
You are not competing for technological advancement.
They are content with your treatment of them as their master.
We have made a public Declaration of Friendship!
Your votes supported their civ's interests in the World Congress.
We have opened our borders to each other.
Your recent diplomatic actions please them.
We are trade partners.
You have no contested borders.
We have shared embassies.
We have divergent Social Policies.
They are our vassal state.
They desire friendly relations with our empire.","You are their vassal state, and they like it! (99)
We are trade partners. (40)
We passed their proposal in the World Congress. (36)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
They are spreading their own religion, but you converted some of their cities to your religion. (-20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,260,{},1761655608,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0,"[""OpinionFrom0"",""OpinionTo0"",""OpinionTo2"",""OpinionFrom3""]","We have made a public Declaration of Friendship!
We have made a Defensive Pact!
We have made Declarations of Friendship with the same leaders!
They liked our proposal to the World Congress.
We fought together against a common foe.
We passed their proposal in the World Congress.
We have opened our borders to each other.
Your recent diplomatic actions please them.
Your votes supported their civ's interests in the World Congress.
We have shared embassies.
We have divergent Social Policies.
We have different religious beliefs.
They desire friendly relations with our empire.","We fought together against a common foe. (78)
We are trade partners. (40)
We have made a Defensive Pact! (20)
We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have shared embassies. (1)
You have gone to war in the past.
Our real approach is Friendly.
We have divergent Social Policies. (-3)
Religious differences strain your relationship. (-30)","Our top friend: The Ottomans, Our top defensive pact ally: The Ottomans
Our top World Congress ally: Korea, Our top World Congress rival: Indonesia
Our top Competitor: Indonesia",,"You have adopted their religion in the majority of your cities.
We are completely untrustworthy to them.
They have denounced us!
You are competing for World Wonders.
You killed or captured their civilians!
They disliked our proposal to the World Congress.
You have made a Defensive Pact with one of their enemies!
You have made a Declaration of Friendship with one of their enemies!
Your votes opposed their civ's interests in the World Congress.
We defeated their proposal in the World Congress.
Territorial disputes strain your relationship.
You made a promise not to declare war on them, and then broke it!
You stole their territory while at peace!
You are at war!","They have happily adopted your religion in the majority of their cities. (30)
Our real approach is Hostile.
You have denounced a leader they made a Declaration of Friendship with! (-11)
They believe your warmongering has become an existential threat. (-25)
We defeated their proposal in the World Congress. (-36)
You stole their territory! (-50)
You are at war! (-99999)","We fought together against a common foe.
Your votes supported their civ's interests in the World Congress.
We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They liked our proposal to the World Congress.
You are not competing for technological advancement.
We have opened our borders to each other.
We have similar Social Policies.
Your recent diplomatic actions please them.
You have no contested borders.
We have shared embassies.
They desire friendly relations with our empire.","We have opened our borders to each other. (12)
You have denounced one of their declared enemies! (11)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
You have gone to war in the past.
Our real approach is Friendly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
