ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,PlayerID,ZoneID,Territory,Dominance,Domain,Posture,AreaID,City,CenterX,CenterY,Plots,Value,FriendlyStrength,EnemyStrength,NeutralStrength,Neighbors,Units
2508,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,Neutral,No Units,Land,Exploit Flanks,1,Nippur,21,4,21,15,0,0,45995,"[3191,-1039,1032,1034]","{""City-State Nippur"":{""Knight"":1}}"
2509,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,18,13306,0,23572,"[-1040,1179,1247]","{""City-State Geneva"":{""Tercio"":1}}"
2510,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,11,36,35905,0,14101,"[-1179,1040,1029,1247]","{""The Ottomans"":{""Cannon"":1,""Great Bombard"":1}}"
2511,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,39,48,45222,0,11070,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Cannon"":1,""Knight"":1}}"
2512,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,6,26,36,55446,0,6750,"[1247,-1531,3938,-3191,3191,1032]","{""The Ottomans"":{""Lancer"":1,""Janissary"":1}}"
2513,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,36,33477,0,0,"[-1904,2108,-1033]","{""The Ottomans"":{""Janissary"":1}}"
2514,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Enemy,Even,Land,Exploit Flanks,1,Kaesong,14,23,12,48,13453,18746,0,"[1033,-1033,-1991,-1037,1037,1038]","{""Korea"":{""Tercio"":1},""The Ottomans"":{""Cuirassier"":1}}"
2515,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,14,Samsun,1,22,17,36,57634,0,0,"[-2108,3976,1904,2676,-1904,-3976]","{""The Ottomans"":{""Lancer"":1}}"
2516,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,24,17,3,66163,4133,0,"[-2514,-2108,2676,1037,2985,-1033]","{""The Ottomans"":{""Janissary"":2}}"
2517,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,Enemy,Enemy,Land,Withdraw,14,Suwon,10,31,17,48,0,20203,0,"[2985,1037,1038,-2884,-1038]","{""City-State Okilis"":{""Tercio"":1}}"
2518,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,Friendly,Friendly,Land,Counterattack,14,Izmir,6,30,16,30,15026,7292,0,"[2676,-2985,2514,1037,2884,-2884]","{""Barbarians"":{""Tercio"":1},""Korea"":{""Explorer"":1}}"
2519,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,18,55185,0,2376,"[1029,1033,3938,-3817,-1033,-3938,-1991]","{""The Ottomans"":{""Tercio"":1,""Great Bombard"":1}}"
2520,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,Friendly,Friendly,Land,Counterattack,1,Busan,14,10,20,54,93022,0,16470,"[1029,1247,3817,1531,-3938,1032]","{""Indonesia"":{""Tercio"":1},""The Ottomans"":{""Janissary"":2,""Tercio"":1}}"
2521,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,Friendly,Friendly,Land,Counterattack,14,Kayseri,55,23,8,36,27202,0,0,"[2108,2676,-3976]","{""The Ottomans"":{""Lancer"":1}}"
2522,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3817,Friendly,Friendly,Sea,Counterattack,11,Jeonju,14,16,15,6,19890,0,3168,"[3817,-1033,-3938,-1991,-100003]","{""Indonesia"":{""Djong"":1}}"
2523,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1179,Friendly,Friendly,Sea,Counterattack,0,Edirne,1,10,30,12,27555,0,12774,"[-1040,-1904,1179,-1029,1029,-100002]","{""The Ottomans"":{""Caravel"":2,""Galleass"":1}}"
2524,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2676,Friendly,Friendly,Sea,Counterattack,36,Diyarbakir,56,29,19,1,19397,0,3500,"[2676,-2985,-3976,-100002]","{""The Ottomans"":{""Galleass"":1}}"
2525,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1991,Enemy,Enemy,Sea,Withdraw,9,Kaesong,16,21,34,16,12155,22818,0,"[-1033,1033,-1037,1991,3817,-3817,-1038,-100003]","{""Korea"":{""Turtle Ship"":1}}"
2526,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,30,12,39822,0,0,"[-1179,1904,-2108,-1029,2108,1029,-1033,-2514,-100002,-3976]","{""The Ottomans"":{""Caravel"":1}}"
2527,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1037,Enemy,Even,Sea,Exploit Flanks,0,Lhasa,10,23,6,16,25628,29794,0,"[-2514,-1033,1037,-1991,1991]","{""The Ottomans"":{""Galleass"":1}}"
2528,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1040,Neutral,Friendly,Sea,Exploit Flanks,0,Geneva,2,3,35,6,2546,0,22316,"[-1179,1040,-100000,-1247,-100002]","{""City-State Geneva"":{""Caravel"":1},""Indonesia"":{""Explorer"":1}}"
2529,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,10,62022,4912,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""The Ottomans"":{""Galleass"":1}}"
2530,220,{},1761654039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,55156,6720,4505,"[-1904,1904,-1029,-2514,1033,2514,-1037,-1991,-3817,1991,3817]","{""City-State Ormus"":{""Caravel"":2}}"
2531,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,24,60,39128,0,5800,"[-1179,1179,-1029,-1904,1247,1033,3817,3938]","{""The Ottomans"":{""Janissary"":2}}"
2532,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,30,66422,0,4505,"[-2514,-1033,1029,3817,1991,-1991]","{""City-State Ormus"":{""Tercio"":3},""The Ottomans"":{""Heavy Skirmisher"":1,""Cuirassier"":1}}"
2533,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,Neutral,Even,Land,Exploit Flanks,1,Nippur,21,4,21,15,0,3180,38378,"[3191,-1039,4011,1034]","{""City-State Nippur"":{""Cannon"":1,""Knight"":1,""Tercio"":1},""Indonesia"":{""Crossbowman"":1},""Barbarians"":{""Crossbowman"":1,""Tercio"":2}}"
2534,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,18,14173,0,23572,"[-1040,1179,1247]","{""City-State Geneva"":{""Tercio"":1}}"
2535,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,11,30,35905,0,13226,"[-1179,1040,1029,1247]","{""The Ottomans"":{""Cannon"":1,""Great Bombard"":1}}"
2536,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,39,48,46982,0,11070,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Lancer"":1,""Cannon"":1}}"
2537,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,6,26,36,56634,0,3750,"[1247,-1531,3938,-3191,3191,4011]","{""The Ottomans"":{""Janissary"":2}}"
2538,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,30,26535,0,0,"[-1904,2108,-1033]","{""Barbarians"":{""Tercio"":1},""The Ottomans"":{""Lancer"":1,""Janissary"":1}}"
2539,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,24,17,3,38015,4333,0,"[-2514,-2108,2676,1037,2985,-1033]","{""The Ottomans"":{""Janissary"":2,""Galleass"":1}}"
2540,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,Friendly,Friendly,Land,Counterattack,14,Izmir,6,30,16,30,15273,5149,0,"[2676,-2985,2514,1037,2884,-2884]","{""City-State Okilis"":{""Tercio"":1},""Barbarians"":{""Tercio"":1}}"
2541,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,Neutral,Friendly,Land,Attrition,1,Mataram,17,3,19,15,12141,0,14567,"[1531,-3191,1039,4011]","{""Indonesia"":{""Tercio"":1},""Barbarians"":{""Crossbowman"":1},""The Ottomans"":{""Explorer"":1}}"
2542,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,30,53218,0,4011,"[1029,1033,3938,-3817,-1033,-3938,-1991]","{""The Ottomans"":{""Tercio"":1,""Great Bombard"":1}}"
2543,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,Friendly,Friendly,Land,Counterattack,1,Busan,14,10,20,18,94076,0,11224,"[1029,1247,3817,1531,-3938,4011]","{""The Ottomans"":{""Cannon"":1,""Janissary"":1,""Tercio"":1}}"
2544,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,Friendly,Friendly,Land,Counterattack,14,Kayseri,55,23,9,18,25190,0,0,"[2108,2676,-3976]","{""The Ottomans"":{""Lancer"":1}}"
2545,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011,Neutral,Friendly,Land,Attrition,1,Seoul,19,9,32,1080,77213,0,28383,"[1531,3938,-3938,3191,-4011,1039,2768,1034,2646]","{""Indonesia"":{""Cannon"":1,""Tercio"":2},""The Ottomans"":{""Lancer"":1,""Cannon"":1,""Janissary"":2}}"
2546,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3817,Friendly,Friendly,Sea,Counterattack,11,Jeonju,14,16,15,10,19890,0,3348,"[3817,-1033,-3938,-1991,-100003]","{""Indonesia"":{""Djong"":1}}"
2547,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100002,Neutral,No Units,Sea,Exploit Flanks,0,,47,24,340,1,0,0,0,"[-2985,-100003,-1035,-1344,-1030,-1102,-1036,-3976,-1179,-1904,-2676,-1040]","{""The Ottomans"":{""Caravel"":2,""Galleass"":1}}"
2548,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3976,Friendly,Friendly,Sea,Counterattack,0,Kayseri,52,23,47,6,2300,0,7000,"[-100002,3976,-2676,-1904,-2108,2108,2676]","{""Indonesia"":{""Caravel"":1}}"
2549,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2676,Friendly,Friendly,Sea,Counterattack,36,Diyarbakir,56,29,19,1,15046,0,0,"[2676,-2985,-3976,-100002]","{""The Ottomans"":{""Galleass"":1}}"
2550,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,55666,0,4505,"[-1904,1904,-1029,-2514,1033,2514,-1037,-1991,-3817,1991,3817]","{""City-State Ormus"":{""Caravel"":1}}"
2551,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,30,10,18815,0,0,"[-1179,1904,-2108,-1029,2108,1029,-1033,-2514,-100002,-3976]","{""The Ottomans"":{""Caravel"":1}}"
2552,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1040,Neutral,Friendly,Sea,Attrition,0,Geneva,2,3,35,6,8246,0,22316,"[-1179,1040,-100000,-1247,-100002]","{""City-State Geneva"":{""Caravel"":1}}"
2553,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,10,46798,5137,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""City-State Ormus"":{""Caravel"":1},""The Ottomans"":{""Galleass"":1}}"
2554,221,{},1761654068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3938,Friendly,Friendly,Sea,Counterattack,9,Busan,16,14,12,6,51951,0,2511,"[3817,3938,-3817,-4011,4011,-100003]","{""Indonesia"":{""Tercio"":1}}"
2555,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,24,60,62467,0,3250,"[-1179,1179,-1029,-1904,1247,1033,3817,3938]","{""The Ottomans"":{""Janissary"":1}}"
2556,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,24,80754,0,4505,"[-2514,-1033,1029,3817,1991,-1991]","{""City-State Ormus"":{""Caravel"":1,""Tercio"":3}}"
2557,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,Enemy,Enemy,Land,Withdraw,1,Sofia,47,4,20,3,0,46348,1751,"[1102,-1036]","{""City-State Sofia"":{""Tercio"":1},""Venice"":{""Longswordsman"":1,""Knight"":1}}"
2558,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,Neutral,Even,Land,Exploit Flanks,1,Nippur,21,4,21,24,3161,6360,42134,"[3191,-1039,4011,1034]","{""Barbarians"":{""Crossbowman"":1}}"
2559,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,18,14410,0,20946,"[-1040,1179,1247]","{""City-State Geneva"":{""Tercio"":1}}"
2560,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,11,36,41593,0,11475,"[-1179,1040,1029,1247]","{""The Ottomans"":{""Cannon"":1,""Great Bombard"":1}}"
2561,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,39,48,42718,0,10220,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Cannon"":1}}"
2562,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,6,26,36,85658,0,7242,"[1247,-1531,3938,-3191,3191,4011]","{""The Ottomans"":{""Lancer"":1,""Janissary"":3,""Heavy Skirmisher"":1}}"
2563,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,36,35407,0,0,"[-1904,2108,-1033]","{""Barbarians"":{""Tercio"":1},""The Ottomans"":{""Lancer"":1,""Janissary"":1}}"
2564,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,24,17,3,56824,4333,0,"[-2514,-2108,2676,1037,2985,-1033]","{""The Ottomans"":{""Janissary"":2,""Cuirassier"":1}}"
2565,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,Neutral,Even,Land,Attrition,14,Suwon,10,31,17,15,7563,11233,2060,"[2985,1037,1038,-2884,-1038]","{""City-State Okilis"":{""Tercio"":1}}"
2566,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,Neutral,Friendly,Land,Attrition,1,Mataram,17,3,19,30,41544,0,15877,"[1531,-3191,1039,4011]","{""Indonesia"":{""Tercio"":1},""Barbarians"":{""Tercio"":1},""The Ottomans"":{""Explorer"":1}}"
2567,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,30,62536,0,5646,"[1029,1033,3938,-3817,-1033,-3938,-1991]","{""The Ottomans"":{""Janissary"":1,""Tercio"":1,""Great Bombard"":1}}"
2568,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,Friendly,Friendly,Land,Counterattack,1,Busan,14,10,20,18,98148,0,16316,"[1029,1247,3817,1531,-3938,4011]","{""The Ottomans"":{""Cannon"":1,""Tercio"":1}}"
2569,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,Friendly,Friendly,Land,Counterattack,14,Kayseri,55,23,9,18,14534,0,0,"[2108,2676,-3976]","{""The Ottomans"":{""Lancer"":1}}"
2570,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011,Neutral,Friendly,Land,Attrition,1,Seoul,19,9,32,324,78153,0,34100,"[1531,3938,-3938,3191,-4011,1039,2768,1034,2646]","{""City-State Nippur"":{""Knight"":1,""Tercio"":1},""Indonesia"":{""Cannon"":2,""Knight"":1,""Tercio"":2},""The Ottomans"":{""Lancer"":1,""Cannon"":1,""Janissary"":2}}"
2571,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3817,Friendly,Friendly,Sea,Counterattack,11,Jeonju,14,16,15,10,38487,0,3528,"[3817,-1033,-3938,-1991,-100003]","{""Indonesia"":{""Tercio"":1,""Djong"":1}}"
2572,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1179,Friendly,Friendly,Sea,Counterattack,0,Edirne,1,10,30,12,25904,0,12774,"[-1040,-1904,1179,-1029,1029,-100002]","{""The Ottomans"":{""Galleass"":1}}"
2573,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2676,Friendly,Friendly,Sea,Counterattack,36,Diyarbakir,56,29,19,1,16147,0,0,"[2676,-2985,-3976,-100002]","{""The Ottomans"":{""Galleass"":1}}"
2574,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,30,12,25745,0,0,"[-1179,1904,-2108,-1029,2108,1029,-1033,-2514,-100002,-3976]","{""The Ottomans"":{""Caravel"":1}}"
2575,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1040,Neutral,Friendly,Sea,Exploit Flanks,0,Geneva,2,3,35,6,2765,0,22316,"[-1179,1040,-100000,-1247,-100002]","{""City-State Geneva"":{""Caravel"":1}}"
2576,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,10,41295,5400,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""The Ottomans"":{""Galleass"":1}}"
2577,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Friendly,Sea,Counterattack,0,Samsun,2,21,8,1,23329,0,0,"[-1904,2108,-2514,2676,2514,-3976]","{""The Ottomans"":{""Galleass"":1}}"
2578,222,{},1761654097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1036,Enemy,Enemy,Sea,Withdraw,0,Sofia,49,4,48,1,0,32543,0,"[-1102,-100001,1102,1036,-100002]","{""City-State Sofia"":{""Caravel"":2},""Indonesia"":{""Explorer"":1},""The Ottomans"":{""Caravel"":2}}"
2579,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,24,60,41791,0,5800,"[-1179,1179,-1029,-1904,1247,1033,3817,3938]","{""The Ottomans"":{""Caravel"":1,""Janissary"":1}}"
2580,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,24,80288,0,7505,"[-2514,-1033,1029,3817,1991,-1991]","{""City-State Ormus"":{""Caravel"":1,""Tercio"":3}}"
2581,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,Enemy,Even,Land,Steamroll,32,Lhasa,10,26,24,12,35301,24143,0,"[2514,2985,-2514,2884,-1037,1038,1991]","{""Barbarians"":{""Crossbowman"":1}}"
2582,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,Neutral,Even,Land,Exploit Flanks,1,Nippur,21,4,21,30,8953,4770,44969,"[3191,-1039,4011,1034]","{""Indonesia"":{""Knight"":1},""The Ottomans"":{""Lancer"":1}}"
2583,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,36,9710,0,25446,"[-1040,1179,1247]","{""City-State Geneva"":{""Tercio"":2}}"
2584,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,11,36,38611,0,15975,"[-1179,1040,1029,1247]","{""The Ottomans"":{""Cannon"":1,""Great Bombard"":1}}"
2585,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,39,48,30878,0,11070,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Cannon"":1}}"
2586,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,6,26,36,98700,0,9600,"[1247,-1531,3938,-3191,3191,4011]","{""The Ottomans"":{""Janissary"":2}}"
2587,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,36,38343,0,0,"[-1904,2108,-1033]","{""The Ottomans"":{""Janissary"":1}}"
2588,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,14,Samsun,1,22,16,36,49765,0,0,"[-2108,3976,1904,2676,-1904,-3976]","{""The Ottomans"":{""Lancer"":2}}"
2589,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,24,17,3,66958,7984,0,"[-2514,-2108,2676,1037,2985,-1033]","{""The Ottomans"":{""Janissary"":2,""Galleass"":1}}"
2590,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,Neutral,Friendly,Land,Attrition,1,Daegu,25,14,22,42,9251,0,30201,"[4011,-2768,2646,1672,1031,1598]","{""Indonesia"":{""Cannon"":2}}"
2591,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,Neutral,Enemy,Land,Withdraw,14,Suwon,10,31,17,12,7563,13190,2060,"[2985,1037,1038,-2884,-1038]","{""City-State Okilis"":{""Tercio"":1}}"
2592,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,Neutral,Friendly,Land,Attrition,1,Mataram,17,3,19,60,62612,0,22032,"[1531,-3191,1039,4011]","{""City-State Nippur"":{""Tercio"":1},""Indonesia"":{""Tercio"":1},""Barbarians"":{""Tercio"":1},""The Ottomans"":{""Lancer"":1,""Janissary"":2,""Explorer"":1}}"
2593,223,{},1761654130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,30,54579,0,7281,"[1029,1033,3938,-3817,-1033,-3938,-1991]","{""Indonesia"":{""Tercio"":1},""The Ottomans"":{""Tercio"":1,""Great Bombard"":1}}"
