ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Key,Version,IsLatest,Changes,DominationVictory,ScienceVictory,CulturalVictory,DiplomaticVictory
155,260,{},1761655601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (55%) - Rising (33 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (77%) - Rising (21 turns to Influential)"",""Venice"":""Popular (64%) - Rising (97 turns to Influential)"",""The Ottomans"":""Familiar (47%) - Rising (440 turns to Influential)""},""PolicyPercentage"":66,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (40%) - Rising (103 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
156,261,{},1761655633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (57%) - Rising (32 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (77%) - Rising (21 turns to Influential)"",""Venice"":""Popular (64%) - Rising (114 turns to Influential)"",""The Ottomans"":""Familiar (47%) - Rising Slowly""},""PolicyPercentage"":66,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (40%) - Rising (105 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
157,262,{},1761655661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (57%) - Rising (30 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (78%) - Rising (19 turns to Influential)"",""Venice"":""Popular (64%) - Rising (105 turns to Influential)"",""The Ottomans"":""Familiar (47%) - Rising (502 turns to Influential)""},""PolicyPercentage"":66,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (41%) - Rising (104 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
158,263,{},1761655688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (58%) - Rising (31 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (78%) - Rising (23 turns to Influential)"",""Venice"":""Popular (64%) - Rising (115 turns to Influential)"",""The Ottomans"":""Familiar (47%) - Rising Slowly""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (41%) - Rising (125 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
159,264,{},1761655721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (59%) - Rising (31 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (79%) - Rising (20 turns to Influential)"",""Venice"":""Popular (65%) - Rising (92 turns to Influential)"",""The Ottomans"":""Familiar (47%) - Rising (261 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (41%) - Rising (125 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
160,265,{},1761655755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (59%) - Rising (30 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (80%) - Rising (19 turns to Influential)"",""Venice"":""Popular (65%) - Rising (101 turns to Influential)"",""The Ottomans"":""Familiar (47%) - Rising (441 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (42%) - Rising (119 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
161,266,{},1761655786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (61%) - Rising (27 turns to Influential)"",""Venice"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (83%) - Rising (14 turns to Influential)"",""Venice"":""Popular (67%) - Rising (78 turns to Influential)"",""The Ottomans"":""Familiar (49%) - Rising (211 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (43%) - Rising (102 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
162,267,{},1761655813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (62%) - Rising (26 turns to Influential)"",""Venice"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (84%) - Rising (14 turns to Influential)"",""Venice"":""Popular (67%) - Rising (70 turns to Influential)"",""The Ottomans"":""Popular (50%) - Rising (190 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (43%) - Rising (105 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
163,268,{},1761655840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (64%) - Rising (26 turns to Influential)"",""Venice"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (84%) - Rising (14 turns to Influential)"",""Venice"":""Popular (67%) - Rising (67 turns to Influential)"",""The Ottomans"":""Popular (50%) - Rising (178 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (43%) - Rising (108 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":5,""VictoryPercentage"":15},""Contender"":""Indonesia""}"
164,269,{},1761655867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,"[""CulturalVictory"",""DiplomaticVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (64%) - Rising (25 turns to Influential)"",""Venice"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (84%) - Rising (13 turns to Influential)"",""Venice"":""Popular (67%) - Rising (84 turns to Influential)"",""The Ottomans"":""Popular (50%) - Rising (162 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (43%) - Rising (109 turns to Influential)"",""The Ottomans"":""Exotic (15%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":4,""VictoryPercentage"":12},""Contender"":""Indonesia""}"
165,270,{},1761655904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (65%) - Rising (25 turns to Influential)"",""Venice"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (84%) - Rising (13 turns to Influential)"",""Venice"":""Popular (67%) - Rising (79 turns to Influential)"",""The Ottomans"":""Familiar (49%) - Rising (206 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Familiar (44%) - Rising (113 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":4,""VictoryPercentage"":12},""Contender"":""Indonesia""}"
166,271,{},1761655932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Popular (66%) - Rising (25 turns to Influential)"",""Venice"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":62,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Popular (86%) - Rising (12 turns to Influential)"",""Venice"":""Popular (67%) - Rising (65 turns to Influential)"",""The Ottomans"":""Popular (50%) - Rising (131 turns to Influential)""},""PolicyPercentage"":70,""InfluentialCivs"":0},""Korea"":{""Influences"":{""The Ottomans"":""Exotic (6%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Familiar (44%) - Rising (113 turns to Influential)"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":3,""VictoryPercentage"":9},""Indonesia"":{""Delegates"":14,""VictoryPercentage"":43},""Venice"":{""Delegates"":3,""VictoryPercentage"":9},""VotesNeeded"":32,""Status"":""World Congress"",""ActiveResolutions"":{""Open Door: Lhasa"":{""Description"":""Enact an Open Door policy for a City-State. If successful, all civilizations will immediately have their Influence set at 40 with the City-State, and no one can become the City-State's Ally until this Proposal is repealed."",""EnactedOn"":-1},""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":-1}},""The Ottomans"":{""Delegates"":4,""VictoryPercentage"":12},""Contender"":""Indonesia""}"
