ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Key,Version,IsLatest,Changes,GrandStrategy,EconomicStrategies,MilitaryStrategies,Rationale
411,167,{},1761652375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]",Current strategy remains optimal despite worsening happiness. Militarism policy will address critical combat penalties through happiness and maintenance reductions. Education completing soon will boost 114 SPT science. War preparation with Chivalry research aligns perfectly with Korea peace treaty expiration. Indonesia alliance provides crucial support against Korea-Venice defensive pact. Military buildup progressing well with NeedRanged + WarMobilization strategies. Diyarbakir settlement provides strategic launch point. No strategic pivot needed - current trajectory will resolve happiness issues while maintaining war readiness.
412,168,{},1761652386,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,"[""MilitaryStrategies""]",UnitedNations,"[""DevelopingReligion"",""EarlyExpansion"",""GsConquest"",""NeedDiplomatsCritical"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EradicateBarbarians"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedNavalUnits"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
413,168,{},1761652419,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]",Current conquest strategy remains optimal with war preparations against Korea underway. Militarism policy addresses severe happiness combat penalties while reducing military maintenance costs. Education completing soon will boost science to ~125 SPT. NeedHappiness critical due to 33% happiness causing severe combat penalties. WarMobilization necessary for building military force for Korea war when peace treaty expires. NeedRanged continues to be important for siege operations against fortified Korean cities. Indonesia alliance provides crucial support against Korea-Venice defensive pact. No strategic pivot required - current track will resolve happiness while maintaining war readiness.
414,169,{},1761652427,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,"[""MilitaryStrategies""]",Spaceship,"[""EarlyExpansion"",""EnoughExpansion"",""GsDiplomacy"",""MostlyOnTheCoast"",""NeedDiplomatsCritical"",""NeedRecon"",""NeedReconSea""]","[""NeedMobile"",""NeedNavalUnitsCritical"",""NeedRanged"",""WarMobilization""]",Tweaked by In-Game AI(Unknown)
415,169,{},1761652429,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,0,"[""MilitaryStrategies""]",UnitedNations,"[""DevelopingReligion"",""EarlyExpansion"",""GsConquest"",""NeedDiplomatsCritical"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedNavalUnits"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
416,169,{},1761652434,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,0,"[""EconomicStrategies""]",Spaceship,"[""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""EmpireDefenseCritical"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits""]",Tweaked by In-Game AI(Unknown)
417,169,{},1761652446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current war preparation strategy remains optimal - Militarism policy queued addresses severe happiness crisis (+1 happiness, 15% unit maintenance reduction) while WarMobilization maintains military production for Korea war. Indonesia alliance provides crucial strategic depth against Korea-Venice defensive pact. No strategic pivot required - current track resolves happiness while maintaining war readiness for when peace treaty expires."
418,170,{},1761652451,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,"[""EconomicStrategies""]",Spaceship,"[""EnoughExpansion"",""GsDiplomacy"",""MostlyOnTheCoast"",""NeedDiplomatsCritical"",""NeedRecon"",""NeedReconSea""]","[""NeedMobile"",""NeedNavalUnitsCritical"",""NeedRanged"",""WarMobilization""]",Tweaked by In-Game AI(Unknown)
419,170,{},1761652453,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,"[""GrandStrategy"",""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
420,170,{},1761652460,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,0,"[""EconomicStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""EmpireDefenseCritical"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits""]",Tweaked by In-Game AI(Unknown)
421,170,{},1761652466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]",Current approach remains optimal - preparing for decisive war against Korea when peace treaty expires. NeedHappiness essential for combat effectiveness; Militarism policy addresses this. WarMobilization maintains military production while NeedRanged ensures we have sufficient ranged units for Korean sieges. Indonesia alliance provides strategic depth against Korea-Venice defensive pact. No changes needed - current track resolves happiness while maintaining war readiness.
422,171,{},1761652476,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,0,"[""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EmpireDefenseCritical"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
423,171,{},1761652483,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""LosingWars"",""NeedMobile"",""NeedNavalUnits""]",Tweaked by In-Game AI(Unknown)
424,171,{},1761652490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal despite tactical setbacks. Happiness at 40% continues to be our primary constraint for war effectiveness against Korea. Militarism policy will provide +1 happiness from fortified cities and 15% unit maintenance reduction when completed in ~2 turns - exactly what we need. Research priority on Chivalry → Gunpowder progression is correct for Janissary timing against Korea. Our military positioning and unit composition (Trebuchets, Crossbowmen, Longswordsmen) is strong for Korean sieges. Indonesia alliance provides strategic depth against Korea-Venice defensive pact. No changes needed - current track resolves our happiness crisis while maintaining war readiness for upcoming Korea conflict when peace treaty expires."
425,172,{},1761652499,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,"[""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EmpireDefenseCritical"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedNavalUnits"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
426,172,{},1761652511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategic direction remains optimal. Happiness improved to 42% and Militarism policy in ~2 turns will resolve remaining combat penalties while reducing military maintenance costs. Indonesia's war against Korea (42% advantage) creates strategic pressure while we prepare offensive capacity. Military positioning near Korean border with Trebuchets, Crossbowmen, and Longswordsmen is strong for upcoming operations when peace treaty expires. Research progression toward Gunpowder for Janissaries remains critical. Diplomatic isolation of Korea (only ally is Venice, who we're also friendly with) creates tactical advantage. Economic position solid (+63 GPT, 187 gold) supporting sustained military operations. No strategic changes needed - current path maximizes advantages against isolated Korea while preparing for decisive victory."
427,173,{},1761652522,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,"[""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EmpireDefenseCritical"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
428,173,{},1761652529,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits""]",Tweaked by In-Game AI(Unknown)
429,173,{},1761652536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategic plan remains optimal at turn 173. Indonesia war against Korea progressing well (42% advantage, Pyongyang occupied, Daegu puppeted). Korea diplomatically isolated except for Venice. Our military positioned near Korean border with Trebuchets, Crossbowmen, Longswordsmen ready for offensive when peace treaty expires. Economic position strong at +73 GPT with 198 gold reserves. Happiness improved to 48% - combat penalties likely resolved. Militarism policy in ~2 turns will provide +1 happiness in defensive cities and 15% military maintenance reduction, supporting our WarMobilization strategy. Research path to Gunpowder for Janissaries continues with Compass next. Diplomatic situation stable (friends with Indonesia, Venice; at war with isolated Korea). No strategic changes required - current approach maximizes our advantages while positioning for decisive victory against weakened Korea."
430,174,{},1761652544,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""EradicateBarbariansCritical"",""NeedMobile"",""NeedRanged"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
431,174,{},1761652559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current Conquest strategy with GsConquest and WarMobilization economic approaches remains optimal. Indonesia war against Korea is progressing favorably (40% advantage), Korea remains diplomatically isolated except for Venice's defensive pact. Our military is well-positioned with Trebuchets, Crossbowmen, and Longswordsmen near Korean border ready for offensive when peace expires. Happiness improved to 50% eliminates combat penalties. With Gunpowder research set for Janissaries and Militarism policy due in ~2 turns (providing happiness and military maintenance reduction), no strategic adjustments needed at this time."
432,175,{},1761652567,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""EradicateBarbariansCritical"",""NeedMobile"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
433,175,{},1761652577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal. Indonesia war against Korea progressing favorably (40% advantage), our military well-positioned with Trebuchets, Crossbowmen and Longswordsmen near Korean border. Happiness improved to 41% reduces combat penalties. Gunpowder research for Janissaries and Militarism policy due soon will further enhance military effectiveness. Defensive pact with Indonesia renewed, providing security against potential Korean counter-attacks. No strategic changes required - continue preparations for decisive offensive against Korea when peace treaty expires."
434,176,{},1761652600,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""EnoughMilitaryUnits"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits""]",Tweaked by In-Game AI(Unknown)
435,176,{},1761652603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal. Indonesia war against Korea progressing favorably (38 vs -38), our military well-positioned with Trebuchets, Crossbowmen and Longswordsmen near Korean border. Happiness improved to 41% reduces combat penalties. Gunpowder research for Janissaries and Militarism policy due soon will further enhance military effectiveness. Defensive pact with Indonesia renewed, providing security against potential Korean counter-attacks. No strategic changes required - continue preparations for decisive offensive against Korea when peace treaty expires."
436,177,{},1761652614,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,"[""MilitaryStrategies""]",Spaceship,"[""EnoughExpansion"",""GsDiplomacy"",""MostlyOnTheCoast"",""NeedDiplomatsCritical"",""NeedRecon"",""NeedReconSea""]","[""NeedMobile"",""NeedNavalUnits"",""NeedRanged"",""WarMobilization""]",Tweaked by In-Game AI(Unknown)
437,177,{},1761652616,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,"[""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EnoughNavalUnits"",""NeedMobile"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
438,177,{},1761652627,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,0,"[""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""EnoughMilitaryUnits"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged""]",Tweaked by In-Game AI(Unknown)
439,177,{},1761652627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal. Indonesia is decisively winning their war against Korea (38 vs -38 score), with Korean war weariness at 46% indicating they cannot sustain the conflict much longer. Our military forces are excellently positioned with Trebuchets, Crossbowmen, and Knight units ready for decisive action when peace treaty expires. Economic situation improved with +70 GPT and 645 gold reserves, though happiness at 41% still needs monitoring with combat penalties. Gunpowder research progressing well for Janissary advantage, and Militarism policy will address both happiness and military maintenance costs. Defensive pact with Indonesia provides security while maintaining pressure on Korean alliance with Venice. No immediate strategic changes required - continue preparing for the final offensive against remaining Korean cities when opportunity presents itself."
440,178,{},1761652652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal. Indonesia is decisively winning their war against Korea (36% vs -36% score), with Korean war weariness at 46% indicating they cannot sustain the conflict much longer. Our military forces are excellently positioned with Trebuchets, Crossbowmen, and Knight units ready for decisive action when peace treaty expires. Economic situation improved with +94 GPT and 736 gold reserves, and happiness recovered to 50% from previous 41%. Gunpowder research progressing well for Janissary advantage, and Militarism policy will address both happiness and military maintenance costs. Defensive pact with Indonesia provides security while maintaining pressure on Korean alliance with Venice. No immediate strategic changes required - continue preparing for the final offensive against remaining Korean cities when opportunity presents itself."
441,179,{},1761652674,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,"[""MilitaryStrategies""]",Spaceship,"[""EnoughExpansion"",""GsDiplomacy"",""MostlyOnTheCoast"",""NeedDiplomatsCritical"",""NeedRecon"",""NeedReconSea""]","[""NeedMobile"",""NeedNavalUnits"",""WarMobilization""]",Tweaked by In-Game AI(Unknown)
442,179,{},1761652677,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,0,"[""EconomicStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EnoughNavalUnits"",""NeedMobile"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
443,179,{},1761652686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal. Indonesia is decisively winning their war against Korea (36% vs -36% score), with Korean war weariness at 46% indicating they cannot sustain the conflict much longer. Our military forces are excellently positioned with Trebuchets, Crossbowmen, Longswordsmen, and Knight units ready for decisive action against weakened Korean cities. Economic situation strong with +94 GPT and 245 gold reserves, happiness recovered to 55%. Gunpowder research progressing well for upcoming Janissary advantage. Defensive pact with Indonesia provides security while maintaining strategic pressure on Korea. No immediate changes required - continue current war preparation and positioning for the final offensive against remaining Korean cities when opportunity presents itself."
444,180,{},1761652704,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,"[""MilitaryStrategies""]",Spaceship,"[""EnoughExpansion"",""GsDiplomacy"",""MostlyOnTheCoast"",""NeedDiplomatsCritical"",""NeedRecon"",""NeedReconSea""]","[""EradicateBarbarians"",""NeedMobile"",""NeedNavalUnits"",""WarMobilization""]",Tweaked by In-Game AI(Unknown)
445,180,{},1761652714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Current strategy remains optimal. Indonesia is decisively winning their war against Korea (36% vs -36% score), with Korean war weariness at 48% indicating they cannot sustain the conflict much longer. Our military forces are excellently positioned with Trebuchets, Crossbowmen, Longswordsmen, and Knight units ready for decisive action against weakened Korean cities. Economic situation strong with +102 GPT and 316 gold reserves, happiness at 51%. Gunpowder research progressing well for upcoming Janissary advantage. Defensive pact with Indonesia provides security while maintaining strategic pressure on Korea. No immediate changes required - continue current war preparation and positioning for the final offensive against remaining Korean cities when opportunity presents itself."
446,181,{},1761652731,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0,"[""MilitaryStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""EnoughNavalUnits"",""NeedMobile"",""NeedNavalUnits"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
447,181,{},1761652749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,"[""EconomicStrategies"",""Rationale""]",Conquest,"[""GsConquest""]","[""NeedRanged"",""WarMobilization""]","Continuing optimal conquest strategy against weakened Korea. Indonesia decisively winning war (36% vs -36% score, 48% Korean war weariness) with our military forces excellently positioned. Strong economy (+102 GPT, 316 gold) and happiness (48%) support sustained warfare. Moving from Gunpowder to Chemistry will provide Grocers for growth and pave way to Navigation/Metallurgy for enhanced military capabilities. Defensive pact with Indonesia provides security while maintaining pressure on Korea."
448,181,{},1761652889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,"[""EconomicStrategies""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Tweaked by In-Game AI(Continuing optimal conquest strategy against weakened Korea. Indonesia decisively winning war (36% vs -36% score, 48% Korean war weariness) with our military forces excellently positioned. Strong economy (+102 GPT, 316 gold) and happiness (48%) support sustained warfare. Moving from Gunpowder to Chemistry will provide Grocers for growth and pave way to Navigation/Metallurgy for enhanced military capabilities. Defensive pact with Indonesia provides security while maintaining pressure on Korea.)"
449,181,{},1761652911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Maintaining successful conquest strategy against weakened Korea. Indonesia decisively winning war (36% vs -36% score, Korea at 48% war weariness) with our forces excellently positioned. Strong economy (+92 GPT, 225 gold) and growing happiness management through Equality policy support sustained warfare. Chemistry research will provide growth benefits and path to enhanced military tech. Defensive pact with Indonesia provides security while maintaining pressure on Korea."
450,182,{},1761652920,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,"[""MilitaryStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader"",""TooManyUnits""]","[""AtWar"",""NeedMobile"",""NeedNavalUnits"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
451,182,{},1761652928,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea""]","[""AtWar"",""EnoughMilitaryUnits"",""EnoughNavalUnits"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged""]",Tweaked by In-Game AI(Unknown)
452,182,{},1761652928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Continuing successful war strategy against weakened Korea. Indonesia is decisively winning (38% vs -38% score, Korea at 52% war weariness) with our forces excellently positioned. Maintaining WarMobilization and NeedRanged strategies as Korea still has significant defensive capabilities, but adding EmpireDefense to ensure our cities remain secure while we apply pressure. Economic focus remains on conquest support while addressing happiness needs through equality policy. Our strong economy (+80 GPT, 236 gold) and defensive pact with Indonesia provide security for sustained military operations against isolated Korea (who only has Vietnam's support)."
453,183,{},1761652944,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,"[""EconomicStrategies"",""MilitaryStrategies""]",Spaceship,"[""DevelopingReligion"",""GsConquest"",""NeedDiplomats"",""NeedReconSea"",""ReallyNeedReconSea"",""TechLeader""]","[""AtWar"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged"",""WinningWars""]",Tweaked by In-Game AI(Unknown)
454,183,{},1761652951,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,0,"[""EconomicStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea"",""TechLeader""]","[""AtWar"",""EnoughMilitaryUnits"",""EnoughNavalUnits"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged""]",Tweaked by In-Game AI(Unknown)
455,183,{},1761652957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,"[""Rationale""]",Conquest,"[""GsConquest"",""NeedHappiness""]","[""NeedRanged"",""WarMobilization""]","Maintaining current war strategy to capitalize on Indonesia's momentum while addressing critical economic needs. With Korea at 53% war weariness and our forces well-positioned, keeping WarMobilization and NeedRanged ensures continued military pressure. However, the urgent 39% happiness situation requires prioritizing economic stability - replacing GsConquest with NeedHappinessCritical to divert resources to happiness buildings and halt expansion that would worsen unhappiness. Adding EmpireDefense to ensure our cities remain secure while we manage the happiness crisis. This balanced approach supports the war effort while preventing civil unrest that could undermine our campaign against Korea."
456,184,{},1761652963,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,"[""EconomicStrategies""]",Spaceship,"[""EnoughExpansion"",""GsDiplomacy"",""MostlyOnTheCoast"",""NeedDiplomatsCritical"",""NeedRecon"",""NeedReconSea"",""TechLeader""]","[""EradicateBarbarians"",""NeedMobile"",""NeedNavalUnits"",""WarMobilization""]",Tweaked by In-Game AI(Unknown)
457,184,{},1761652972,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,0,"[""MilitaryStrategies""]",Spaceship,"[""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""DevelopingReligion"",""EnoughExpansion"",""EnoughReconSea"",""GsSpaceship"",""MostlyOnTheCoast"",""NeedDiplomats"",""ReallyNeedReconSea"",""TechLeader""]","[""AtWar"",""EradicateBarbariansCritical"",""LosingWars"",""NeedMobile"",""NeedNavalUnits"",""NeedRanged""]",Tweaked by In-Game AI(Unknown)
458,184,{},1761652975,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,"[""EconomicStrategies"",""Rationale""]",Conquest,"[""NeedHappinessCritical""]","[""NeedRanged"",""WarMobilization""]","Critical happiness emergency at 41% causing combat penalties - must upgrade from NeedHappiness to NeedHappinessCritical immediately. Our conquest strategy remains optimal given Indonesia's successful war against Korea (-38% score for Korea), but we cannot fight effectively with current happiness levels. Keeping WarMobilization and NeedRanged to support Indonesia's offensive while we stabilize internally. NeedHappinessCritical will halt all expansion and prioritize happiness buildings to stop the combat penalty that's undermining our war effort."
